sample_id,cluster_id
AK0043-C,cluster_7
AK0044-C,cluster_7
AK0046-C,cluster_7
AK0047-C,cluster_7
AK0049-C,cluster_7
AK0050-C,cluster_7
AK0051-C,cluster_7
AK0052-C,cluster_7
AK0054-C,cluster_7
AK0055-C,cluster_7
AK0056-C,cluster_7
AK0062-C,cluster_7
AK0063-C,cluster_7
AK0065-C,cluster_7
AK0067-C,cluster_7
AK0068-C,cluster_7
AK0069-C,cluster_7
AK0070-C,cluster_7
AK0071-C,cluster_7
AK0072-C,cluster_7
AK0073-C,cluster_7
AK0076-C,cluster_7
AK0077-C,cluster_7
AK0078-C,cluster_7
AK0079-C,cluster_7
AK0081-C,cluster_7
AK0082-C,cluster_7
AK0083-C,cluster_7
AK0085-C,cluster_7
AK0086-C,cluster_7
AK0087-C,cluster_7
AK0088-C,cluster_7
AK0089-C,cluster_7
AK0091-C,cluster_7
AK0093-C,cluster_7
AK0094-C,cluster_7
AK0095-C,cluster_7
AK0096-C,cluster_7
AK0098-C,cluster_7
AK0099-C,cluster_7
AK0101-C,cluster_7
AK0102-C,cluster_7
AK0104-C,cluster_7
AK0105-C,cluster_7
AK0106-C,cluster_7
AK0107-C,cluster_7
AK0108-C,cluster_7
AK0110-C,cluster_7
AK0116-C,cluster_7
AK0117-C,cluster_7
AK0119-C,cluster_7
AK0127-C,cluster_7
AK0045-Cx,cluster_7
AK0057-Cx,cluster_7
AK0060-C,cluster_7
AK0066-Cx,cluster_7
AK0075-Cx,cluster_7
AK0090-Cx,cluster_7
AK0092-Cx,cluster_7
AK0100-Cx,cluster_7
AK0103-Cx,cluster_7
AK0109-Cx,cluster_7
AK0177-C,cluster_7
AK0203-C,cluster_7
AK0207-C,cluster_7
AK0211-C,cluster_7
AK0212-C,cluster_7
AK0213-C,cluster_7
AK0214-C,cluster_7
AK0215-C,cluster_7
AK0226-C,cluster_7
AK0235-C,cluster_7
AK0236-C,cluster_7
AK0237-C,cluster_7
AK0238-C,cluster_7
AK0239-C,cluster_7
AK0274-C,cluster_7
AK0278-C,cluster_7
AK0279-C,cluster_7
AK0280-C,cluster_7
AK0281-C,cluster_7
AK0284-C,cluster_7
AK0298-C,cluster_7
AK0299-C,cluster_7
AZ0292-C,cluster_5
AZ0293-C,cluster_5
AZ0294-C,cluster_5
AZ0295-C,cluster_5
AZ0296-C,cluster_5
AZ0297-C,cluster_5
AZ0298-C,cluster_5
AZ0300-C,cluster_5
AZ0301-C,cluster_5
AZ0302-C,cluster_5
AZ0304-C,cluster_5
AZ0305-C,cluster_5
AZ0306-C,cluster_5
AZ0307-C,cluster_5
AZ0308-C,cluster_5
AZ0309-C,cluster_5
AZ0310-C,cluster_5
AZ0311-C,cluster_5
AZ0313-C,cluster_5
AZ0314-C,cluster_5
AZ0316-C,cluster_5
AZ0317-C,cluster_5
AZ0318-C,cluster_5
AZ0319-C,cluster_5
AZ0320-C,cluster_5
AZ0321-C,cluster_5
AZ0322-C,cluster_5
AZ0323-C,cluster_5
AZ0325-C,cluster_5
AZ0326-C,cluster_5
AZ0328-C,cluster_5
AZ0329-C,cluster_5
AZ0330-C,cluster_5
AZ0331-C,cluster_5
AZ0332-C,cluster_5
AZ0333-C,cluster_5
AZ0284-C,cluster_5
AZ0287-C,cluster_5
AZ0289-C,cluster_5
AZ0290-C,cluster_5
AZ0291-C,cluster_5
AZ0312-C,cluster_5
AZ0334-C,cluster_5
AZ0336-C,cluster_5
AZ0337-C,cluster_5
AZ0338-C,cluster_5
AZ0339-C,cluster_5
AZ0340-C,cluster_5
AZ0341-C,cluster_5
AZ0342-C,cluster_5
AZ0343-C,cluster_5
AZ0344-C,cluster_5
AZ0350-C,cluster_5
AZ0425-CW,cluster_5
AZ0433-CW,cluster_5
AZ0434-CW,cluster_5
AZ0416-CW,cluster_5
AZ0444-CW,cluster_5
AZ0484-CW,cluster_5
AZ0459-CW,cluster_5
AZ0253-C,cluster_5
AZ0254-C,cluster_5
AZ0255-C,cluster_5
AZ0256-C,cluster_5
AZ0258-C,cluster_5
AZ0259-C,cluster_5
AZ0260-C,cluster_5
AZ0261-C,cluster_5
AZ0263-C,cluster_5
AZ0267-C,cluster_19
AZ0268-C,cluster_19
AZ0269-C,cluster_19
AZ0270-C,cluster_19
AZ0271-C,cluster_19
AZ0272-C,cluster_5
AZ0273-C,cluster_5
AZ0274-C,cluster_5
AZ0275-C,cluster_5
AZ0276-C,cluster_5
AZ0277-C,cluster_5
AZ0278-C,cluster_5
AZ0279-C,cluster_5
AZ0280-C,cluster_19
AZ0281-C,cluster_19
AZ0282-C,cluster_19
AZ0283-C,cluster_5
VBS02049-4431STDY6672917,cluster_19
VBS02050-4431STDY6672918,cluster_19
VBS02051-4431STDY6672919,cluster_5
VBS02052-4431STDY6672920,cluster_19
VBS02054-4431STDY6672922,cluster_19
VBS02055-4431STDY6672923,cluster_5
VBS02056-4431STDY6672924,cluster_19
VBS02057-4431STDY6672925,cluster_19
VBS02058-4431STDY6672926,cluster_19
VBS02059-4431STDY6672927,cluster_5
VBS02060-4431STDY6672928,cluster_5
VBS02061-4431STDY6672929,cluster_19
VBS02062-4431STDY6672930,cluster_19
VBS02063-4431STDY6672931,cluster_19
VBS02064-4431STDY6672932,cluster_19
VBS02065-4431STDY6672933,cluster_19
VBS02066-4431STDY6672934,cluster_19
VBS02067-4431STDY6672935,cluster_19
VBS02068-4431STDY6672936,cluster_19
VBS02069-4431STDY6672937,cluster_19
VBS02070-4431STDY6672938,cluster_19
VBS02071-4431STDY6672939,cluster_19
VBS02072-4431STDY6672940,cluster_19
VBS02073-4431STDY6672941,cluster_19
VBS02077-4431STDY6772805,cluster_5
VBS02083-4431STDY6772806,cluster_5
VBS02088-4431STDY6772808,cluster_5
VBS02090-4431STDY6772809,cluster_5
VBS02093-4431STDY6772811,cluster_5
VBS02094-4431STDY6772812,cluster_5
VBS02095-4431STDY6772813,cluster_5
VBS02097-4431STDY6772815,cluster_5
VBS02101-4431STDY6772818,cluster_5
VBS02103-4431STDY6772819,cluster_5
VBS02104-4431STDY6772820,cluster_5
VBS02106-4431STDY6772821,cluster_5
VBS02107-4431STDY6772822,cluster_5
VBS02109-4431STDY6772823,cluster_5
VBS02110-4431STDY6772824,cluster_5
VBS02112-4431STDY6772826,cluster_5
VBS02119-4431STDY6772831,cluster_5
VBS02121-4431STDY6772832,cluster_5
VBS02127-4431STDY6772833,cluster_5
VBS02129-4431STDY6772835,cluster_5
VBS02130-4431STDY6772836,cluster_5
AZ0152-C,cluster_15
AZ0153-C,cluster_15
AZ0155-C,cluster_15
AZ0156-C,cluster_15
AZ0157-C,cluster_15
AZ0158-C,cluster_15
AZ0159-C,cluster_15
AZ0160-C,cluster_15
AZ0161-C,cluster_15
AZ0164-C,cluster_15
AZ0165-C,cluster_15
AZ0166-C,cluster_15
AZ0167-C,cluster_15
AZ0168-C,cluster_15
AZ0170-C,cluster_15
AZ0172-C,cluster_15
AZ0174-C,cluster_15
AZ0175-C,cluster_15
AZ0176-C,cluster_15
AZ0179-C,cluster_15
AZ0180-C,cluster_15
AZ0181-C,cluster_15
AZ0182-C,cluster_15
AZ0183-C,cluster_15
AZ0184-C,cluster_15
AZ0185-C,cluster_15
AZ0186-C,cluster_15
AZ0187-C,cluster_15
AZ0188-C,cluster_15
AZ0191-C,cluster_15
AZ0192-C,cluster_15
AZ0199-C,cluster_15
AZ0200-C,cluster_15
AZ0201-C,cluster_15
AZ0202-C,cluster_15
AZ0223-C,cluster_15
AZ0226-C,cluster_15
AZ0242-C,cluster_15
AZ0246-C,cluster_15
AZ0247-C,cluster_15
AZ0251-C,cluster_15
BQ0046-C,cluster_12
BQ0047-C,cluster_12
BQ0049-C,cluster_12
BQ0050-C,cluster_12
BQ0051-C,cluster_12
BQ0052-C,cluster_12
BQ0053-C,cluster_12
BQ0054-C,cluster_12
BQ0055-C,cluster_12
BQ0056-C,cluster_12
BQ0057-C,cluster_12
BQ0058-C,cluster_12
BQ0059-C,cluster_12
BQ0060-C,cluster_12
BQ0062-C,cluster_12
BQ0064-C,cluster_12
BQ0065-C,cluster_12
BQ0066-C,cluster_12
BQ0067-C,cluster_12
BQ0068-C,cluster_12
BQ0069-C,cluster_12
BQ0070-C,cluster_12
BQ0071-C,cluster_12
BQ0072-C,cluster_12
BQ0073-C,cluster_12
BQ0074-C,cluster_12
BQ0075-C,cluster_12
BQ0076-C,cluster_12
BQ0077-C,cluster_12
BQ0078-C,cluster_12
BQ0079-C,cluster_12
BQ0080-C,cluster_12
BQ0081-C,cluster_12
BQ0082-C,cluster_12
BQ0083-C,cluster_12
BQ0084-C,cluster_12
BQ0085-C,cluster_12
BQ0086-C,cluster_12
BQ0087-C,cluster_12
BQ0088-C,cluster_12
BQ0089-C,cluster_12
BQ0090-C,cluster_12
BQ0091-C,cluster_12
BQ0092-C,cluster_12
BQ0093-C,cluster_12
BQ0094-C,cluster_12
BQ0095-C,cluster_12
BQ0096-C,cluster_12
BQ0097-C,cluster_12
BQ0098-C,cluster_12
BQ0099-C,cluster_12
BQ0100-C,cluster_12
BQ0102-C,cluster_12
BQ0103-C,cluster_12
BQ0106-C,cluster_12
BQ0107-C,cluster_12
BQ0108-C,cluster_12
BQ0109-C,cluster_12
BQ0110-C,cluster_12
BQ0111-C,cluster_12
BQ0114-C,cluster_12
BQ0115-C,cluster_12
BQ0116-C,cluster_12
BQ0117-C,cluster_12
BQ0118-C,cluster_12
BQ0119-C,cluster_12
BQ0120-C,cluster_12
BQ0121-C,cluster_12
BQ0122-C,cluster_12
BQ0123-C,cluster_12
BQ0125-C,cluster_12
BQ0126-C,cluster_12
BQ0129-C,cluster_12
BQ0130-C,cluster_12
BL0046-C,cluster_3
BL0047-C,cluster_3
BL0048-C,cluster_3
BL0049-C,cluster_3
BL0050-C,cluster_3
BL0052-C,cluster_3
BL0054-C,cluster_3
BL0055-C,cluster_3
BL0058-C,cluster_3
BL0059-C,cluster_3
BL0060-C,cluster_3
BL0061-C,cluster_3
BL0062-C,cluster_3
BL0063-C,cluster_3
BL0065-C,cluster_3
BL0067-C,cluster_3
BL0068-C,cluster_3
BL0069-C,cluster_3
BL0070-C,cluster_3
BL0071-C,cluster_3
BL0072-C,cluster_3
BL0073-C,cluster_3
BL0074-C,cluster_3
BL0075-C,cluster_3
BL0076-C,cluster_3
BL0078-C,cluster_3
BL0079-C,cluster_3
BL0081-C,cluster_3
BL0082-C,cluster_3
BL0083-C,cluster_3
BL0084-C,cluster_3
BL0085-C,cluster_3
BL0086-C,cluster_3
BL0087-C,cluster_3
BL0088-C,cluster_3
BL0089-C,cluster_3
BL0090-C,cluster_3
BL0091-C,cluster_3
BL0092-C,cluster_3
BL0093-C,cluster_3
BL0094-C,cluster_3
BL0095-C,cluster_3
BL0096-C,cluster_3
BL0097-C,cluster_3
BL0099-C,cluster_3
BL0100-C,cluster_3
BL0101-C,cluster_3
BL0102-C,cluster_3
BL0103-C,cluster_3
BL0105-C,cluster_3
BL0106-C,cluster_3
BL0107-C,cluster_3
BL0108-C,cluster_3
BL0109-C,cluster_3
BL0110-C,cluster_3
BL0111-C,cluster_3
BL0112-C,cluster_3
BL0113-C,cluster_3
BL0114-C,cluster_3
BL0115-C,cluster_3
BL0116-C,cluster_3
BL0117-C,cluster_3
BL0118-C,cluster_3
BL0194-C,cluster_3
BL0195-C,cluster_3
BL0196-C,cluster_3
BL0197-C,cluster_3
BL0198-C,cluster_3
BL0199-C,cluster_3
BL0200-C,cluster_3
BL0201-C,cluster_3
BL0202-C,cluster_3
BL0203-C,cluster_3
BL0204-C,cluster_3
BL0205-C,cluster_3
BL0207-C,cluster_3
BL0208-C,cluster_3
BL0209-C,cluster_3
BL0210-C,cluster_3
BL0211-C,cluster_3
BL0212-C,cluster_3
BL0213-C,cluster_3
BL0214-C,cluster_3
BL0215-C,cluster_3
BL0216-C,cluster_3
BL0217-C,cluster_3
BL0218-C,cluster_3
BL0221-C,cluster_3
BL0222-C,cluster_3
BL0223-C,cluster_3
BL0224-C,cluster_3
BL0225-C,cluster_3
BL0226-C,cluster_3
BL0227-C,cluster_3
BL0228-C,cluster_3
BL0229-C,cluster_3
BL0119-C,cluster_3
BL0120-C,cluster_3
BL0121-C,cluster_3
BL0124-C,cluster_3
BL0125-C,cluster_3
BL0126-C,cluster_3
BL0127-C,cluster_3
BL0128-C,cluster_3
BL0129-C,cluster_3
BL0131-C,cluster_3
BL0133-C,cluster_3
BL0135-C,cluster_3
BL0136-C,cluster_3
BL0137-C,cluster_3
BL0138-C,cluster_3
BL0139-C,cluster_3
BL0140-C,cluster_3
BL0141-C,cluster_3
BL0142-C,cluster_3
BL0145-C,cluster_3
BL0146-C,cluster_3
BL0147-C,cluster_3
BL0148-C,cluster_3
BL0149-C,cluster_3
BL0150-C,cluster_3
BL0151-C,cluster_3
BL0152-C,cluster_3
BL0153-C,cluster_3
BL0154-C,cluster_3
BL0155-C,cluster_3
BL0156-C,cluster_3
BL0157-C,cluster_3
BL0158-C,cluster_3
BL0159-C,cluster_3
BL0161-C,cluster_3
BL0163-C,cluster_3
BL0164-C,cluster_3
BL0165-C,cluster_3
BL0166-C,cluster_3
BL0167-C,cluster_3
BL0168-C,cluster_3
BL0169-C,cluster_3
BL0170-C,cluster_3
BL0171-C,cluster_3
BL0172-C,cluster_3
BL0173-C,cluster_3
BL0176-C,cluster_3
BL0177-C,cluster_3
BL0178-C,cluster_3
BL0180-C,cluster_3
BL0182-C,cluster_3
BL0183-C,cluster_3
BL0184-C,cluster_3
BL0185-C,cluster_3
BL0186-C,cluster_3
BL0187-C,cluster_3
BL0189-C,cluster_3
BL0190-C,cluster_3
BL0192-C,cluster_3
BL0193-C,cluster_3
BL0230-C,cluster_3
BL0231-C,cluster_3
BL0232-C,cluster_3
BL0233-C,cluster_3
BL0234-C,cluster_3
BL0235-C,cluster_3
BL0236-C,cluster_3
BL0238-C,cluster_3
BL0239-C,cluster_3
BL0240-C,cluster_3
BL0241-C,cluster_3
BL0242-C,cluster_3
BL0243-C,cluster_3
BL0244-C,cluster_3
BL0246-C,cluster_17
BL0247-C,cluster_17
BL0251-C,cluster_17
BL0252-C,cluster_17
BL0253-C,cluster_17
BL0254-C,cluster_17
BL0255-C,cluster_17
BL0256-C,cluster_17
BL0257-C,cluster_17
BL0258-C,cluster_17
BL0259-C,cluster_17
BL0260-C,cluster_17
BL0261-C,cluster_17
BL0263-C,cluster_17
BL0264-C,cluster_17
BL0266-C,cluster_17
BL0267-C,cluster_17
BL0269-C,cluster_17
BL0271-C,cluster_17
BL0272-C,cluster_17
BL0273-C,cluster_17
BL0275-C,cluster_17
BL0276-C,cluster_17
BL0277-C,cluster_17
BL0278-C,cluster_17
BL0280-C,cluster_17
BL0281-C,cluster_17
BL0282-C,cluster_17
BL0283-C,cluster_17
BL0284-C,cluster_17
BL0285-C,cluster_17
BL0286-C,cluster_17
BL0287-C,cluster_17
BL0288-C,cluster_17
BL0290-C,cluster_17
BL0291-C,cluster_17
BL0292-C,cluster_17
BL0293-C,cluster_17
BL0294-C,cluster_17
BL0296-C,cluster_4
BL0297-C,cluster_4
BL0298-C,cluster_4
BL0299-C,cluster_4
BL0300-C,cluster_4
BL0301-C,cluster_4
BL0302-C,cluster_4
BL0303-C,cluster_4
BL0304-C,cluster_4
BL0305-C,cluster_4
BL0306-C,cluster_4
BL0307-C,cluster_4
BL0308-C,cluster_4
BL0309-C,cluster_4
BL0310-C,cluster_4
BL0311-C,cluster_4
BL0312-C,cluster_4
BL0313-C,cluster_4
BL0314-C,cluster_4
BL0315-C,cluster_4
BL0316-C,cluster_4
BL0317-C,cluster_4
BL0318-C,cluster_4
BL0319-C,cluster_4
BL0320-C,cluster_4
BL0321-C,cluster_4
BL0322-C,cluster_4
BL0323-C,cluster_4
BL0324-C,cluster_4
BL0325-C,cluster_4
BL0326-C,cluster_4
BL0327-C,cluster_4
BL0328-C,cluster_4
BL0332-C,cluster_4
BL0333-C,cluster_4
BL0334-C,cluster_4
BL0335-C,cluster_4
BL0336-C,cluster_4
BL0337-C,cluster_4
BL0338-C,cluster_4
BL0339-C,cluster_4
BL0340-C,cluster_4
BL0341-C,cluster_4
BL0342-C,cluster_4
BL0343-C,cluster_4
BL0344-C,cluster_4
BL0345-C,cluster_4
BL0346-C,cluster_7
BL0347-C,cluster_7
BL0348-C,cluster_7
BL0350-C,cluster_7
BL0351-C,cluster_7
BL0352-C,cluster_7
BL0353-C,cluster_7
BL0354-C,cluster_7
BL0356-C,cluster_7
BL0357-C,cluster_7
BL0358-C,cluster_7
BL0359-C,cluster_7
BL0360-C,cluster_7
BL0361-C,cluster_7
BL0362-C,cluster_7
BL0363-C,cluster_7
BL0365-C,cluster_7
BL0366-C,cluster_7
BL0367-C,cluster_7
BL0368-C,cluster_7
BL0370-C,cluster_7
BL0371-C,cluster_7
BL0372-C,cluster_7
BL0373-C,cluster_7
BL0375-C,cluster_7
BL0376-C,cluster_7
BL0377-C,cluster_7
BL0378-C,cluster_7
BL0379-C,cluster_7
BL0380-C,cluster_7
BL0381-C,cluster_7
BL0382-C,cluster_7
BL0383-C,cluster_7
BL0384-C,cluster_7
BL0385-C,cluster_7
BL0386-C,cluster_7
BL0387-C,cluster_7
BL0388-C,cluster_7
BL0389-C,cluster_7
BL0391-C,cluster_7
BL0392-C,cluster_7
BL0393-C,cluster_7
BL0394-C,cluster_7
BL0250-CW,cluster_17
AC0007-C,cluster_4
AC0008-C,cluster_4
AC0009-Cx,cluster_4
AC0010-C,cluster_4
AC0011-C,cluster_4
AC0012-Cx,cluster_4
AC0013-Cx,cluster_4
AC0014-C,cluster_4
AC0015-C,cluster_4
AC0016-C,cluster_4
AC0017-C,cluster_4
AC0018-Cx,cluster_4
AC0019-C,cluster_4
AC0021-C,cluster_4
AC0022-C,cluster_4
AC0023-C,cluster_4
AC0024-Cx,cluster_4
AC0025-C,cluster_4
AC0026-C,cluster_4
AC0027-C,cluster_4
AC0028-C,cluster_4
AC0029-C,cluster_4
AC0030-C,cluster_4
AC0031-Cx,cluster_4
AC0032-C,cluster_4
AC0033-Cx,cluster_4
AC0034-C,cluster_4
AC0035-C,cluster_4
AC0036-C,cluster_4
AC0037-C,cluster_4
AC0038-Cx,cluster_4
AC0039-C,cluster_4
AC0040-C,cluster_4
AC0041-Cx,cluster_4
AC0042-C,cluster_4
AC0043-C,cluster_4
AC0044-Cx,cluster_4
AC0045-C,cluster_4
AC0046-C,cluster_4
AC0047-C,cluster_4
AC0048-Cx,cluster_4
AC0049-C,cluster_4
AC0050-Cx,cluster_4
AC0051-C,cluster_4
AC0052-Cx,cluster_4
AC0053-C,cluster_4
AC0054-C,cluster_4
AC0055-C,cluster_4
AC0056-C,cluster_4
AC0057-C,cluster_4
AC0058-C,cluster_4
AC0059-C,cluster_4
AC0060-C,cluster_4
AC0061-C,cluster_4
AC0062-C,cluster_4
AC0063-C,cluster_4
AC0064-C,cluster_4
AC0065-C,cluster_4
AC0066-C,cluster_4
AC0067-Cx,cluster_4
AC0068-C,cluster_4
AC0069-C,cluster_4
AC0070-C,cluster_4
AC0071-C,cluster_4
AC0072-C,cluster_4
AC0073-C,cluster_4
AC0074-C,cluster_4
AC0075-C,cluster_4
AC0076-C,cluster_4
AC0077-C,cluster_4
AC0078-C,cluster_4
AC0079-C,cluster_4
AC0080-Cx,cluster_4
AC0081-C,cluster_4
AC0082-C,cluster_4
AC0083-C,cluster_4
AC0084-C,cluster_4
AC0085-C,cluster_4
AC0086-C,cluster_4
AC0087-Cx,cluster_4
AC0088-C,cluster_4
AC0089-Cx,cluster_4
AC0090-C,cluster_4
AC0091-Cx,cluster_4
AC0092-C,cluster_4
AC0093-C,cluster_4
AC0094-C,cluster_4
AC0095-C,cluster_4
AC0096-Cx,cluster_4
AC0097-C,cluster_4
AC0098-C,cluster_4
AC0099-C,cluster_4
AC0100-C,cluster_4
AC0101-C,cluster_4
AC0102-Cx,cluster_4
AC0103-Cx,cluster_4
AC0104-Cx,cluster_4
AC0105-C,cluster_4
AC0106-C,cluster_4
AC0107-C,cluster_4
AC0108-C,cluster_4
AC0109-C,cluster_4
AC0110-Cx,cluster_4
AC0111-Cx,cluster_4
AC0112-C,cluster_4
AC0113-Cx,cluster_4
AC0114-C,cluster_4
AC0115-C,cluster_4
AC0116-C,cluster_4
AC0117-Cx,cluster_4
AC0118-C,cluster_4
AC0119-C,cluster_4
AC0120-C,cluster_4
AC0121-C,cluster_4
AC0122-C,cluster_4
AC0123-C,cluster_4
AC0124-C,cluster_4
AC0125-C,cluster_4
AC0126-Cx,cluster_4
AC0127-C,cluster_4
AC0128-Cx,cluster_4
AC0129-C,cluster_4
AC0130-C,cluster_4
AC0131-C,cluster_4
AC0132-C,cluster_4
AC0133-C,cluster_4
AC0134-Cx,cluster_4
AC0135-C,cluster_4
AC0136-C,cluster_4
AC0137-C,cluster_4
AC0138-Cx,cluster_4
AC0139-C,cluster_4
AC0140-C,cluster_4
AC0141-C,cluster_4
AC0142-C,cluster_4
AC0143-C,cluster_4
AC0144-Cx,cluster_4
AC0145-Cx,cluster_4
AC0146-C,cluster_4
AC0147-Cx,cluster_4
AC0148-C,cluster_4
AC0149-Cx,cluster_4
AC0150-C,cluster_4
AC0151-C,cluster_4
AC0152-C,cluster_4
AC0153-C,cluster_4
AC0154-C,cluster_4
AC0155-C,cluster_4
AC0156-C,cluster_4
AC0157-C,cluster_4
AC0158-C,cluster_4
AC0159-C,cluster_4
AC0160-C,cluster_4
AC0161-C,cluster_4
AC0162-Cx,cluster_4
AC0163-C,cluster_4
AC0164-C,cluster_4
AC0166-C,cluster_4
AC0167-C,cluster_4
AC0168-Cx,cluster_4
AC0169-C,cluster_4
AC0170-C,cluster_4
AC0171-C,cluster_4
AC0172-C,cluster_4
AC0173-C,cluster_4
AC0174-Cx,cluster_4
AC0176-Cx,cluster_4
AC0177-C,cluster_4
AC0178-C,cluster_4
AC0179-C,cluster_4
AC0180-C,cluster_4
AC0181-C,cluster_4
AC0182-C,cluster_4
AC0183-C,cluster_4
AC0184-C,cluster_4
AC0185-C,cluster_4
AC0186-C,cluster_4
AC0187-C,cluster_4
AC0188-C,cluster_4
AC0189-C,cluster_4
AC0190-C,cluster_4
AC0191-C,cluster_4
AC0192-C,cluster_4
AC0193-C,cluster_4
AC0194-C,cluster_4
AC0195-C,cluster_4
AC0196-C,cluster_4
AC0197-Cx,cluster_4
AC0198-C,cluster_4
AC0199-C,cluster_4
AC0200-C,cluster_4
AC0201-Cx,cluster_4
AC0202-Cx,cluster_4
AC0203-C,cluster_4
AC0204-C,cluster_3
AC0205-C,cluster_3
AC0206-C,cluster_3
AC0207-C,cluster_3
AC0208-C,cluster_3
AC0209-C,cluster_3
AC0210-C,cluster_3
AC0211-C,cluster_3
AC0212-C,cluster_3
AC0213-C,cluster_3
AC0214-C,cluster_3
AC0215-C,cluster_3
AC0216-C,cluster_3
AC0217-C,cluster_3
AC0218-C,cluster_3
AC0219-C,cluster_3
AC0220-C,cluster_3
AC0221-C,cluster_3
AC0222-C,cluster_3
AC0223-C,cluster_3
AC0224-C,cluster_3
AC0225-C,cluster_3
AC0226-C,cluster_3
AC0227-C,cluster_3
AC0228-C,cluster_3
AC0229-C,cluster_3
AC0230-C,cluster_3
AC0231-C,cluster_3
AC0232-C,cluster_3
AC0233-C,cluster_3
AC0234-C,cluster_3
AC0235-C,cluster_3
AC0236-C,cluster_3
AC0237-C,cluster_3
AC0238-C,cluster_3
AC0239-C,cluster_3
AC0240-C,cluster_3
AC0241-C,cluster_3
AC0242-C,cluster_3
AC0243-C,cluster_3
AC0244-C,cluster_3
AC0245-C,cluster_3
AC0246-C,cluster_3
AC0247-C,cluster_3
AC0248-C,cluster_3
AC0249-C,cluster_3
AC0250-C,cluster_3
AC0251-C,cluster_3
AC0252-C,cluster_3
AC0253-C,cluster_3
AC0254-C,cluster_3
AC0255-C,cluster_3
AC0256-C,cluster_3
AC0257-C,cluster_3
AC0258-C,cluster_3
AC0259-C,cluster_3
AC0260-C,cluster_3
AC0261-C,cluster_3
AC0262-C,cluster_3
AC0263-C,cluster_3
AC0264-C,cluster_3
AC0265-C,cluster_3
AC0266-C,cluster_3
AC0267-C,cluster_3
AC0268-C,cluster_3
AC0269-C,cluster_3
AC0270-C,cluster_3
AC0271-C,cluster_3
AC0272-C,cluster_3
AC0273-C,cluster_3
AC0274-C,cluster_3
AC0275-C,cluster_3
AC0276-C,cluster_3
AC0277-C,cluster_3
AC0278-C,cluster_3
AC0279-C,cluster_3
AC0280-C,cluster_3
AC0281-C,cluster_3
AC0282-C,cluster_3
AC0283-C,cluster_3
AC0284-C,cluster_3
AC0285-C,cluster_3
AC0286-C,cluster_3
AC0287-C,cluster_3
AC0288-C,cluster_3
AC0289-C,cluster_3
AC0290-C,cluster_3
AC0291-C,cluster_3
AC0292-C,cluster_3
AC0293-C,cluster_3
AC0294-C,cluster_3
AC0295-C,cluster_3
AC0296-C,cluster_3
AC0297-C,cluster_3
AC0298-C,cluster_3
AC0299-C,cluster_3
